original_review,comment_clean,sentiment_label,label_numeric
"Easy to set up, lots of things to watch and program in.  Have not even gotten that far into it yet.  Easy to use. Highly recommended.  Leaning more and more closer to cutting the cable cord for good.","easy to set up, lots of things to watch and program in.  have not even gotten that far into it yet.  easy to use. highly recommended.  leaning more and more closer to cutting the cable cord for good.",positive,2
Was a gift,was a gift,positive,2
"This is my second Firestick, I a very pleased with the ease of use.","this is my second firestick, i a very pleased with the ease of use.",positive,2
I would not recommend this to anyone. It won't load netflix or if it does on rare occasion it won't run the program all the way thru. It tells you the we are unable to process this title at this time. Try again later.  It is not the Netflix site cause I can stream it just fine on my computer.  Its the Firestick. very disappointing.,i would not recommend this to anyone. it won't load netflix or if it does on rare occasion it won't run the program all the way thru. it tells you the we are unable to process this title at this time. try again later.  it is not the netflix site cause i can stream it just fine on my computer.  its the firestick. very disappointing.,negative,0
Worth every cent.,worth every cent.,positive,2
I like when thete nothing to watch on tv I can run to my firestick.,i like when thete nothing to watch on tv i can run to my firestick.,positive,2
Access to apps,access to apps,positive,2
Easy to install and use.,easy to install and use.,positive,2
Thank you! Great Product!,thank you! great product!,positive,2
Purchased this for the Man cave and loving it.,purchased this for the man cave and loving it.,positive,2
las películas no tiene o no se pueden cambiar a español o títulos en español,las películas no tiene o no se pueden cambiar a español o títulos en español,negative,0
Easy to install. Up and running in minutes.,easy to install. up and running in minutes.,positive,2
Was excited to try this on my new Element TV.  Unfortunately even though my TV is 5 feet away from my router i get maddening disconnections and buffering.  Thought this little device was supposed to take care of that issue.  It didn’t!,was excited to try this on my new element tv.  unfortunately even though my tv is 5 feet away from my router i get maddening disconnections and buffering.  thought this little device was supposed to take care of that issue.  it didn’t!,negative,0
"Easy to use, all your favorite programs. All inclusive, nothing else to buy.","easy to use, all your favorite programs. all inclusive, nothing else to buy.",positive,2
Fun to play with,fun to play with,positive,2
"as of now,i love everything about it","as of now,i love everything about it",positive,2
Powerful little stick,powerful little stick,positive,2
"Superb is all we can say.  Plugged the unit in, set up the HDMI and boom, we were watching better TV.  Thank you.","superb is all we can say.  plugged the unit in, set up the hdmi and boom, we were watching better tv.  thank you.",positive,2
It's like having your tv as a big tablet,it's like having your tv as a big tablet,positive,2
Loved them,loved them,positive,2
I am very pleased with the Fire Stick.,i am very pleased with the fire stick.,positive,2
"works good, ni issues","works good, ni issues",positive,2
great price great product fire stick is the best i think works better then roku.,great price great product fire stick is the best i think works better then roku.,positive,2
Love how I can take it on vacation and use it. Very easy to set up.,love how i can take it on vacation and use it. very easy to set up.,positive,2
"As a user of Chromecast for years I have to say that the Firestick is a nice upgrade. I really like that I can download all the apps for different media sources like HBO, Showtime, etc. that I have free access to from my cable account but with the Firestick I get a better picture and can go directly to the shows I want to see. The downside was the time it took to download all the apps and set them up, but the good thing is that the setup is a onetime procedure.","as a user of chromecast for years i have to say that the firestick is a nice upgrade. i really like that i can download all the apps for different media sources like hbo, showtime, etc. that i have free access to from my cable account but with the firestick i get a better picture and can go directly to the shows i want to see. the downside was the time it took to download all the apps and set them up, but the good thing is that the setup is a onetime procedure.",positive,2
